URL,Title,Price,Location,Description,Attributes,Property Type,Rooms,Den Included,Number of Bathrooms,Latitude,Longitude,Parking Included,Utilities Included,Pet Friendly,Size (sqft),Furnished,Building Name,Distance from Hospital,Distance from Police Station,Distance to Nearest Store,Distance to Nearest Pharmacy,Walk Score,Transit Score,Bike Score,Time to Nearest Hospital,Time to Nearest Police Station,Time to Nearest Store,Time to Nearest Pharmacy
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/rented-charming-house-in-armdale/1688247867,(Rented )CHARMING HOUSE IN ARMDALE,2600,"713 St Margarets Bay Rd, Halifax, NS","We are renting the main floor of our house! This is a unique opportunity with many features you won't find anywhere else this close to downtown Halifax. The house is freshly painted and updated throughout and professionally cleaned. Well located in Armdale close to all amenities. Walk to the Chain of Lakes Trail system and Long Lake Provincial Park. The house features the following:
-attached 1-car garage with power door +remotes
-large fenced yard with firepit
-10x14 foot storage shed
-parking for 2+ vehicles
-patio the full length of the house
-hardwood floors throughout
-electric fireplace in living room
-tree top views from the kitchen and dining room
-generously sized master bedroom
-large closets with built-in organizers
-walk-in tiled shower with glass doors
-in-suite laundry
-includes all utilities (heat, power, water)
-dogs welcome, any size but must be quiet and friendly We are looking for quiet, mature, responsible tenants who know how to be good neighbours (no drinking parties, no loud music indoors or outdoors). Applicants will be expected to show proof of income and employment and provide references. Please reply with details about yourselves. Allow 48 hours for reply as we will be carefully selecting only a few interested parties for viewings. Thanks, looking forward to meeting you!
Linda & Russell","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: Yes; Parking Included: 2; Utilities Included: Hydro, Heat, Water | Size (sqft): 950; Furnished: No; Air Conditioning: No; Smoking Permitted: No",House,2,0,1,44.6368869,-63.635788,2,1,1,950,0,,4833,4688,2262,2156,99,73,72,618,560,290,248
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bedroom-house-in-halifax-for-march/1684095786,4 Bedroom House in Halifax for March,3995,"12 Palmer Hill, Halifax, NS, B3N 1S5","This beautiful home is located on a private road in Fairmount - Halifax, NS. Over 4400 SF of living space featuring 4 bedrooms, 3 full and 1 half bath, main floor family room with fireplace, living room, dining room and spacious office/den/bdrm. The huge eat in kitchen boasts of granite counter-tops, center island, abundance of cabinetry & stainless steal appliances. The Master Suite boasts a fireplace, large walk in closet as well as a spa like customized 5 pc en-suite with double air jet tub, separate shower, double sinks & beautiful built ins. Large 14 X 14 rear deck features a covered gazebo. 3 bedroom, 3 baths (4,400 sq ft) $3995 Available: March 1, 2024 Appliances: Fridge Stove Dishwasher Microwave Washer Dryer Garburator Parking: 2 Driveways/Two Garages Policies: No Pets To find out more or schedule a viewing please contact: Catherine Harkins Leasing Agent Tel: 902-444-7368 (RENT) Email: charkins@paramountmanagement.ca","Parking Included: 0; Agreement Type: 1 Year; Move-In Date: March 1, 2024; Pet Friendly: No; Parking Included: 0 | Size (sqft): 4,400; Furnished: No; Air Conditioning: No; Smoking Permitted: No",House,3,0,3,44.6413012,-63.6301224,0,0,0,"4,400",0,,4333,4189,1762,1656,51,53,56,641,584,313,272
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/sublet-may-sept-4-bdrm-on-south-st/1681954461,Sublet May-Sept 4 bdrm on South St,800,"South St, Halifax, NS B3H 1S9","Sublet for May 1st to Aug 31st 2024 ONLY. Preference for groups of 4, individual subleetters may be considered. Please do not respond if this is not what youâre looking for. If this ad is still up it is still available. Reply to this ad with a brief description of you/your group. Video and in person showings are available upon request.
Welcome to the bright top floor of 6057 South Street. The apartment is located just steps from Dalhousie, the IWK, and SMU. Sobeys, Atlantic Superstore, and the downtown core are all within walking distance. This is a prime South End location, and the perfect place to base yourself for summer studies, work, or travel. The neighborhood has a mix of students and families, and parties in the unit will not be tolerated.
The interior has beautiful hardwood floors throughout. Large windows provide lovely natural light. There is one newly renovated full bathroom with shower-bath combo. The kitchen is large and has a European style stove and oven with a spacious fridge and a dishwasher. The house comes furnished with a fully equipped kitchen (including a blender, toaster, microwave, and air frier). One parking spot (behind the house, hidden from street view) is available for an extra fee.
Rent is $1000 each for 4 people (or 4000$ total a month) which includes laundry, heat, water, wifi, and electricity. Laundry is included in the apartment non coin op. Preference will be given to group leases as opposed to individual rooms. No pets. Absolutely no smoking. You must be able to commit to paying for the entire four months.","Parking Included: 1; Agreement Type: Month-to-month; Move-In Date: May 1, 2024; Pet Friendly: Limited; Parking Included: 1; Utilities Included: Hydro, Heat, Water | Size (sqft): 1,200; Furnished: Yes; Air Conditioning: No; Smoking Permitted: No",House,4,0,1,44.636176,-63.5862211,1,1,0,"1,200",1,,882,1087,1288,646,98,,29,196,264,257,129
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-2-bedroom-in-spryfield-herring-cove-area/1688308503,***Newly renovated 2 bedroom in Spryfield/Herring Cove area***,2250,"12 Parkmoor Ave, Halifax, NS B3R 1B4","Like the title says - Newly renovated - 2 bedroom/1 bathroom in Spryfield/Herring Cove area - Available May 1st
- On a quite cul de sac, low traffic street
- 2 Bedooms each with closets
- 1 Bathroom with tub
- Freshly painted
- New hardwood floors
- Kitchen cabinets just refinished
- AC / Heat pump for electrical efficiency
- Brand new fence around large backyard with shed
- Washer / Dryer downstairs
- 20 minutes to downtown
- Metro Transit stops at end of the street
- Paved driveway / 2-3 vehicles
- Tenants to pay own expenses
- $2250 / month
If you are interested, I would like to know more about you. Please send me a message with more information about yourself and what you are looking for
House will be professionally cleaned and ready for new tenants May 1st
Call 902 483 0122 for viewing appointment","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: May 1, 2024; Pet Friendly: No; Parking Included: 2 | Size (sqft): 1,000; Furnished: No; Air Conditioning: Yes; Smoking Permitted: Outdoors only",House,2,0,1,44.5869546,-63.5935246,2,0,0,"1,000",0,,10439,10295,4508,3885,89,65,80,1187,1130,512,483
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lovely-3-bedroom-1-5-bath-house-main-floor-for-rent-halifax/1683975052,"Lovely 3 Bedroom, 1.5 bath House (Main Floor) for Rent - Halifax",2700,"Barry Crescent, Herring Cove, NS","AVAILABLE NOW!
Explore the possibilities in this enchanting and beautifully renovated 3 bedroom, 1.5 bath (upper-level flat) home â perfect for a small family or couple. Great value in a quiet, clean and nice residential neighborhood in Herring Cove - Halifax. This home is a minute walk to bus-stop, about 7-mins drive to the grocery stores with Halifax Shopping Mall nearby. A short commute to downtown Halifax, close to schools and a wealth of amenities including the long lake provincial park and McIntosh Run Single-track Trails System for hiking and biking. This home offers both comfort and convenience. Inside, you'll find a host of modern upgrades that elevate your living experience. The main living spaces now feature elegant laminate floors, while upgraded baseboard heaters and heat pumps ensure efficient heating throughout. The inviting entryway welcomes you with stylish tile flooring, setting the tone for the modern design found throughout. The gourmet kitchen is a chef's delight, boasting new cupboards, a modern sink, and a reconfigured layout for optimal functionality. All-new black stainless appliances add a touch of luxury with a large back deck for BBQ and lounging. Modern LED lighting fixtures, USB-equipped power sockets, and updated baseboards throughout the home elevate its appeal. The bedrooms feature new closet doors, while the living room boasts wainscotting on one wall for added sophistication. The main bath now offers Bluetooth-enabled convenience.
Don't miss this incredible opportunity to live in a house that has got it all. Apply now and make this beautiful 3-bedroom flat your new home sweet home. Contact us today to schedule a viewing and start the next chapter of your life in style.
We can't wait to welcome you home! Fill out your online application at https://www.vroomsi.com/application/10-barry-crescent-halifax-ns-c0e64 PS: Utilities not included. Tenant insurance required.","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: February 1, 2024; Pet Friendly: No; Parking Included: 2; Utilities Included: Water | Size (sqft): 2,184; Furnished: No; Air Conditioning: Yes; Smoking Permitted: No",House,3,0,1.5,44.5847818,-63.5867738,2,1,0,"2,184",0,,11236,11091,5305,4681,89,65,,1203,1145,528,499
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/furnished-1-bedroom-for-rental-with-queen-bed/1687970781,Furnished 1 Bedroom For Rental with Queen Bed,850,"Beech Street, Halifax, NS","Available from May 1st - August 31st
House with 5 other roommates
8 Minute walk from Superstore + NSLC
Barbecue and free laundry machine
Please reach out with any questions!","Parking Included: 0; Agreement Type: Month-to-month; Move-In Date: May 1, 2024; Pet Friendly: Limited; Parking Included: 0; Utilities Included: Hydro, Heat, Water | Size (sqft): 2,400; Furnished: Yes; Air Conditioning: No; Smoking Permitted: Outdoors only",House,5,0,2,44.6436373,-63.6020543,0,1,0,"2,400",1,,1814,1705,711,1015,89,65,80,346,291,162,241
https://www.kijiji.ca/v-apartments-condos/bedford/2-bedroom-house-flat-with-heat-pump-for-rent-in-lower-sackville/1688214838,2 Bedroom House Flat with Heat Pump for Rent in Lower Sackville,1645,"Lower Sackville, NS B4C 3C4","2 Bedroom House Flat with Heat Pump for Rent in Lower Sackville
***To schedule a viewing, please respond to this ad with the following information:
Who will be living in the unit, source of income, desired move-in date, type and age of pets (if any). We will contact you to schedule a private viewing.*** 2 Bedrooms
Includes 6 appliances (fridge, stove, dishwasher, microwave, clothes washer and dryer)
Parking for two cars in newly paved driveway
Close to bus routes, playgrounds, community centre, shopping
No carpet
Located on a quiet street
Large private green space
Open concept
House is in very good condition; recently renovated
Private storage shed Available April 1st
$1645 month + Power
Water is included
This is for the lower unit
Private 12âx18â concrete patio
Each unit has their own private deck, laundry room, entrance, parking space and storage shed, green space. They are completely separated.
Power must be in the tenantâs name.
A credit check will be done.
Tenant insurance is required. This ad will be removed once a tenant has been selected.","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: Limited; Parking Included: 2; Utilities Included: Water | Size (sqft): 1,050; Furnished: No; Air Conditioning: Yes; Smoking Permitted: Outdoors only",House,2,0,1,44.7873435,-63.6887889,2,1,0,"1,050",0,,25698,22247,14604,14475,48,36,17,1512,1599,905,881
https://www.kijiji.ca/v-apartments-condos/dartmouth/brand-new-1-bedroom-house-for-rent-dartmouth/1687620008,Brand New 1 Bedroom House for Rent Dartmouth,1850,"72 Fenwick St, Dartmouth, NS B2Y 2J6","Available for Rent:
***Photos may be slightly different than the actual unit as it is currently under construction.***
72B Fenwick Street Dartmouth, NS
Monthly Rent: $1850.00
Move In: March 15th or April 1st
Included In Rent: Parking (1 Spot)
Pet Friendly: Limited Property Details:
600 sqft
1 Bedroom
1 Bathroom
In-Suite Laundry
60 sqft Patio
Fridge, Stove, Range Hood, Dishwasher
Included in Rent: Parking (1 Spot)
Property Features:
New Construction
Modern Finishes
Ductless Heat Pumps
10ft Ceilings
Transom Windows
Pet-friendly (limited)
Near Bus Routes
Central Dartmouth Location
Southdale Neighbourhood
This bright 1-bedroom 1-bathroom new construction backyard suite is located within the desirable community of Southdale, just off Portland Street in Dartmouth. This unit is backset from the road ensuring a quiet living atmosphere and features grand 10ft ceilings and transom windows which provide a spacious feel to the cozy open-concept kitchen and living area. Additionally, this unit has a sizeable bedroom, a 4-pc bathroom with modern finishes, in-suite laundry, a 60sqft patio and 2 ductless heat pumps combined with electric baseboard heating for comfortable and efficient heating in the winter months and air conditioning in the summer months. This location is central and can accommodate many lifestyles being only a quick commute to Downtown Dartmouth, Downtown Halifax via the Angus L. MacDonald Bridge or the Ferry, Burnside, Cole Harbour, the Shearwater Military Base, Dartmouth General Hospital and is just minutes from an abundance of community amenities in Woodside.","Parking Included: 1; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: Limited; Parking Included: 1 | Size (sqft): 600; Furnished: No; Air Conditioning: Yes; Smoking Permitted: No",House,1,0,1,44.6643788,-63.5460433,1,0,0,600,0,,1856,6493,4366,2194,63,45,26,245,837,587,342
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/18-087-youll-love-the-140-ocean-frontage-view-of-herring-cove/1688298325,18-087 You'll love the 140â ocean frontage view of Herring Cove.,2800,"John Brackett Drive, Herring Cove, NS, B3V 1G8","Charming bungalow with stunning views in the picturesque Village of Herring Cove. Lots of sunny space including large open concept living/dining room with fabulous water views and hardwood floors. Eat-in kitchen with small center island. 3 bedrooms on the main level. The primary bedroom has ensuite bathroom and 2 closets. The lower level is partly finished and includes a family room, 4th bedroom or office, laundry, and work room. Shed available. Lovely gardens. Wonderful location with 140' waterfront on Herring Cove and less than a 15-minute drive to the Armdale Roundabout. Short jaunt to Pavia Gallery for fabulous local food, great coffee, and irresistible sweets. A well-behaved pet will be considered. No smokers. Utilities extra. Available June 1st furnished or unfurnished for a minimum of one year. Halifax Quality Homes for Rent Ltd. Tel: 902-445-4952 For a complete list of available houses, flats and condos visit us at: www.HalifaxQualityHomes.com","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: June 1, 2024; Pet Friendly: Limited; Parking Included: 2 | Size (sqft): Not Available; Furnished: No; Air Conditioning: Yes; Smoking Permitted: No",House,3,1,3,44.5728802,-63.5574719,2,0,0,Not Available,0,,14636,14492,8142,7518,89,65,80,1234,1176,669,640
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bedroom-north-end-townhouse/1687826190,3 Bedroom North End Townhouse,3150,"Sentinel Square, Halifax, NS B3K","3 bedroom
1.5 bathrooms
Big closets in each bedroom
Renovated kitchen
In unit laundry
Electricity not included
WiFi, lawn care and water included
Garage for a car or SUV
Pets ok","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: Yes; Parking Included: 2; Utilities Included: Water | Size (sqft): 1,686; Furnished: No; Air Conditioning: No; Smoking Permitted: Outdoors only",House,3,0,1.5,44.6725095,-63.614888,2,1,1,"1,686",0,,4195,4034,2531,1000,61,47,31,602,478,412,157
https://www.kijiji.ca/v-apartments-condos/cole-harbour/master-bedroom/1687593213,Master bedroom,665,"NS-322, Eastern Passage, NS, B3G0G4","One master bedroom is available from May 1st in sharing.
It is available in 3 bedroom and 3 washroom house in eastern Passage rent $665 (per person) with $320 deposit plus utilities.
Room has itâs attached bathroom and walking closet and a beautiful view. It is not furnished.
Sharing kitchen and living room. Looking for
2 people for master bedroom.
No smoke or any kind of alcohol in the house.
It's in a beautiful family-oriented neighborhood that is just 23 mins drive to downtown Halifax, 17 minutes drive to Dartmouth crossing and 10 minutes drive to cole harbour.
Just 5 minutes to CFB Shearwater and 3 minute's drive to the ocean view care home.
One parking spot is available in the driveway. Not a pet friendly unit..!
Contact- 4168450194, 7828992951 (Text)","Parking Included: 1; Agreement Type: 1 Year; Move-In Date: May 1, 2024; Pet Friendly: No; Parking Included: 1 | Size (sqft): 4; Furnished: No; Air Conditioning: Yes; Smoking Permitted: No",House,1,0,1,44.6208394,-63.4603246,1,0,0,4,0,,10123,16818,9858,12303,86,63,69,809,1560,720,1596
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/looking-for-twosummer-sublets-may-august-halifax:990-month-room/1687943933,LOOKING FOR TWOSummer Sublets(May-August)Halifax:990$/month/room,990,"Halifax, NS B3H 3X2","Two large bedrooms with two bathrooms in 5 bedroom house on Larch Street:
-990$/per person/per month
-other 3 rooms vacant and used for storage
-house unfurnished, opportunity to store stuff over the summer
-5 min walk from dalhousie/dalplex
-driveway parking available for 20$/person/month
-fairly quiet street
-available May 1st-September 1st!
-wifi and electricity not included
-10 min walk from shopping and restaurants","Parking Included: 1; Agreement Type: Month-to-month; Move-In Date: May 1, 2024; Pet Friendly: No; Parking Included: 1; Utilities Included: Hydro, Heat, Water | Size (sqft): 3,500; Furnished: No; Air Conditioning: No; Smoking Permitted: Outdoors only",House,2,0,2,44.6406234,-63.5966282,1,1,0,"3,500",0,,1730,1148,1117,1050,89,65,80,286,232,225,183
https://www.kijiji.ca/v-apartments-condos/bedford/3-bedroom-house-flat-with-heat-pump-for-rent-in-lower-sackville/1688216415,3 Bedroom House Flat with Heat Pump for Rent in Lower Sackville,1925,"Lower Sackville, NS B4C 3C4","3 Bedroom House Flat with Heat Pump for Rent in Lower Sackville ***To schedule a viewing, please respond to this ad with the following information:
Who will be living in the unit, source of income, desired move-in date, type and age of pets (if any). We will contact you to schedule a private viewing.***
3 Bedroom Upper Level Flat for Rent in Lower Sackville with Heat Pump
Includes 5 appliances (fridge, stove, dishwasher, clothes washer and dryer)
Paved driveway with room for two cars
Close to schools, bus routes, playgrounds, community centre, shopping
No carpet. All flooring is tile or hardwood
No Stairs, ground level unit
Large back deck
Located on quiet street
House is in very good condition
Private storage shed
Available Now
$1925 month + Power (water is included)
Power must be in the tenant's name
This is for the upper level. Each unit has their own deck, laundry room, storage shed, parking and entrances. They are completely separated.
An application will need to be completed (Application required)
A credit check will be done before a lease is signed
Power must be in the tenants name
Please send a message with any questions you may have. Thanks for looking! This ad will be removed once a tenant has been selected","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: Limited; Parking Included: 2; Utilities Included: Water | Size (sqft): 1,100; Furnished: No; Air Conditioning: Yes; Smoking Permitted: Outdoors only",House,3,0,1,44.7873435,-63.6887889,2,1,0,"1,100",0,,25698,22247,14604,14475,52,43,,1512,1599,905,881
https://www.kijiji.ca/v-apartments-condos/dartmouth/house-rental/1688273436,House rental,3350,"Dartmouth, NS B2X 3M9","Great location townhouse with Lakeview. Walking distance to mall, grocery store, elementary school and many other amenities. This townhouse would accommodate multi family living . It has 3 bdr with 1 1/2 bath upstairs and an in-law suit in the basement with kitchen, bedroom, bathroom and living room. $3350 plus utilities.","Parking Included: 1; Agreement Type: Month-to-month; Move-In Date: March 20, 2024; Pet Friendly: No; Parking Included: 1 | Size (sqft): 1,200; Furnished: No; Air Conditioning: No; Smoking Permitted: Outdoors only",House,4,0,2.5,44.6867715,-63.5461896,1,0,0,"1,200",0,,5596,7057,5881,3276,89,65,80,447,848,482,421
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-townhouse-springhill-nova-scotia/1687964832,1 bedroom townhouse springhill nova scotia,1300,"Upper Sackville, NS B4E 3C7",1 bedroom town house springhill nova scotia 1300 plus utilities grade level no steps perfect for handicap accessible wheel chair shower capable to handle wheelchair has seat in shower also kitchen counter accessible for wheel chair and sink in bathroom very comfortable for need accessibility 1300 plus utilities. washer dryer hookup in unit.fill out application on hgmiproperties.com,"Parking Included: 1; Agreement Type: 1 Year; Move-In Date: March 15, 2024; Pet Friendly: No; Parking Included: 1; Utilities Included: Water | Size (sqft): 700; Furnished: No; Air Conditioning: No; Smoking Permitted: No | Barrier-free Entrances and Ramps: Yes; Visual Aids: No; Accessible Washrooms in Suite: Yes",House,1,0,1,44.8040781,-63.7534265,1,1,0,700,0,,27661,26590,19565,19436,89,65,80,1626,1713,995,971
https://www.kijiji.ca/v-apartments-condos/bedford/house-for-rent-elmsdale/1688486064,House for rent Elmsdale,2750,"534 NS-2, Elmsdale, NS B2S 1A3","3 Beds 1 Bath - House
532 HWY-2, East Hants, NS B2S 1A3, Canada For rent in Elmsdale.
Bright, spacious 3 bedroom apartment.
Washer, dryer, fridge, stove and dishwasher. Ample parking. Additional storage available in basement. Shared shed. Covered deck. Large property with gardens. Walking distance to Elmsdale Elementary.(5minutes). Just 10 minutes to Hwy 102 and the Airport. Thirty minutes to HRM, 35 to Truro.
Heat and hot water included. Pet friendly with prior approval. No smoking inside.
Snow removal and lawn care included.
Tenant is responsible for power (approx $100. -125. mth) and proof of tenants insurance will be required. References required. Available 30 April 2024. $2750 (heat, hot water, lawn care, no electricity) OR $2400 and utilities /lawn care not paid for.","Parking Included: 3+; Agreement Type: 1 Year; Move-In Date: April 30, 2024; Pet Friendly: Yes; Parking Included: 3+; Utilities Included: Heat | Size (sqft): 1; Furnished: No; Air Conditioning: No; Smoking Permitted: Outdoors only | Barrier-free Entrances and Ramps: No; Visual Aids: No; Accessible Washrooms in Suite: Yes",House,3,0,1,44.957368,-63.5212925,3+,1,1,1,0,,40446,40024,33609,35706,57,41,33,1723,1977,1424,1485
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-beds-1-bath-house-spryfield/1687586350,2 Beds 1 Bath - House (SpryField),1900,"Halifax, NS B3R 1R3","2 bedroom 1 bathroom basement unfurnished apartment: A generously sized two-bedroom, one-bathroom unit, fully equipped with all amenities! Includes an updated kitchen, modernized bathroom, air conditioning, and in-suite laundry. This unit is perfectly located in front of the beautiful Long Lake, 5 5-minute walk to supermarkets, schools, and public transport; this is convenient at its best. Ideal for couples or friends, we're looking for long-term tenants (1 year lease) to make this space their own. Rent is $1900 heating included. Special offer, electricity included for the first 6 months! Max occupancy allowed: 2 people and 3 if family.
Tenants Insurance required. Available starting MARCH 18th. If you are interested, please send me an overview of yourself, your occupation, and your move-in date.","Parking Included: 1; Agreement Type: 1 Year; Move-In Date: March 18, 2024; Pet Friendly: Limited; Parking Included: 1; Utilities Included: Heat | Size (sqft): 850; Furnished: No; Air Conditioning: Yes; Smoking Permitted: No",House,2,0,1,44.6120091,-63.6226884,1,1,0,850,0,,7048,6904,1604,875,57,41,33,887,829,223,210
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-beds-2-baths-house-spryfield/1687586067,3 Beds 2 Baths - House (Spryfield),2700,"Halifax, NS B3R 1R3","pacious 3-bedroom, 2 full bathrooms house available for rent (unfurnished). Entering the main unit, the large front porch offers ample storage for coats, shoes, bikes, etc. Stepping into the spacious living room with its flexible layout and charming pellet stove for added coziness, creating a warm and inviting atmosphere during colder months. The cabinetry in the large eat-in kitchen has been recently painted. A full bathroom and a main-floor laundry room complete this level. The second floor features three bedrooms and a second full bathroom. This unit is perfectly located in front of the beautiful Long Lake, 5-minute walk to supermarkets, schools, public transport and a 12 min drive to downtown Halifax; this is convenient at its best. Ideal for family or friends, we're looking for long-term tenants (1-year lease) to make this space their own. Non-Smoking. Rent is $2700, heating included. Max occupancy allowed: 4 people
Tenants Insurance required. Available starting MARCH 18th. If you are interested, please send me an overview of yourself, your occupation, and your move-in date.","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: March 18, 2024; Pet Friendly: Limited; Parking Included: 2; Utilities Included: Heat | Size (sqft): 1,500; Furnished: No; Air Conditioning: No; Smoking Permitted: No",House,3,0,2,44.6120091,-63.6226884,2,1,0,"1,500",0,,7048,6904,1604,875,22,30,37,887,829,223,210
https://www.kijiji.ca/v-apartments-condos/cole-harbour/house-for-rent/1687981661,House for Rent,2500,"127 Heritage Hills Dr, Eastern Passage, NS B3G 0A3","House for rent effective April 1, 2024 for minimum of 4 months. Please contact me for details","Parking Included: 2; Agreement Type: Month-to-month; Move-In Date: April 1, 2024; Pet Friendly: Yes; Parking Included: 2; Utilities Included: Water | Size (sqft): 1,370; Furnished: Yes; Air Conditioning: Yes; Smoking Permitted: Outdoors only",House,3,0,1.5,44.6099782,-63.4657119,2,1,1,"1,370",1,,9541,16236,9276,11722,77,33,36,828,1580,740,1830
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/14-048-charming-little-home-in-bedford-furnished-flexible-lease/1684868896,14-048 Charming little home in bedford.Furnished. Flexible Lease,2200,"Locke St., Bedford, NS, B4A 1N1","Description Charming little FURNISHED home on large country lot with lovely mature trees. Many of the windows are new. Quiet Bedford location at the end of a cul-de-sac and close to all amenities. Hardwood floors; an eat-in kitchen, plus separate dining room. Sundeck. Two bedrooms upstairs. Unfinished basement downstairs. Hot water baseboard heat. Tenant pays for utilities. A pet may be considered. Available NOW. Flexible lease term. Halifax Quality Homes for Rent Ltd. Tel: 902-445-4952 For a complete list of available houses, flats and condos visit us at www.HalifaxQualityHomes.com","Parking Included: 3+; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: Limited; Parking Included: 3+ | Size (sqft): Not Available; Furnished: Yes; Air Conditioning: No; Smoking Permitted: No",House,2,0,1,44.7203657,-63.6722966,3+,0,0,Not Available,1,,12954,13542,3693,3247,51,,18,1312,1263,441,383
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bedroom-house-in-halifax-for-march/1684095786,4 Bedroom House in Halifax for March,3995,"12 Palmer Hill, Halifax, NS, B3N 1S5","This beautiful home is located on a private road in Fairmount - Halifax, NS. Over 4400 SF of living space featuring 4 bedrooms, 3 full and 1 half bath, main floor family room with fireplace, living room, dining room and spacious office/den/bdrm. The huge eat in kitchen boasts of granite counter-tops, center island, abundance of cabinetry & stainless steal appliances. The Master Suite boasts a fireplace, large walk in closet as well as a spa like customized 5 pc en-suite with double air jet tub, separate shower, double sinks & beautiful built ins. Large 14 X 14 rear deck features a covered gazebo. 3 bedroom, 3 baths (4,400 sq ft) $3995 Available: March 1, 2024 Appliances: Fridge Stove Dishwasher Microwave Washer Dryer Garburator Parking: 2 Driveways/Two Garages Policies: No Pets To find out more or schedule a viewing please contact: Catherine Harkins Leasing Agent Tel: 902-444-7368 (RENT) Email: charkins@paramountmanagement.ca","Parking Included: 0; Agreement Type: 1 Year; Move-In Date: March 1, 2024; Pet Friendly: No; Parking Included: 0 | Size (sqft): 4,400; Furnished: No; Air Conditioning: No; Smoking Permitted: No",House,3,0,3,44.6413012,-63.6301224,0,0,0,"4,400",0,,4333,4189,1762,1656,89,65,80,641,584,313,272
https://www.kijiji.ca/v-apartments-condos/bedford/for-rent-exquisite-3-bedrooms-townhouse-in-larry-uteck/1687503832,ãFor RentãExquisite 3 Bedrooms Townhouse in Larry  Uteck,2800,"Transom Drive, Halifax, NS","TLA â 2110 SF
Age â 17
Bedrooms â 3
Bathrooms â 3.5
Garage â Noï¼Driveway for 2 cars
Heat/Cool â Baseboard, Heat Pump -Ductless
Fuel Type â Electric ãFeaturesã
In recent years, the house has been freshly painted, and the kitchen has been equipped with brand new black stainless steel appliances and a breakfast bar.
Many light fixtures have been replaced, roof replaced in (2018), double paved driveway, and two new ductless heat pumps.
a bright and open living space with gleaming hardwood floors.
a welcoming master bedroom with walk in closet and spa like ensuite with a jacuzzi tub, stand up shower and gorgeous vanity and tile.
The walk-out basement features new laminate floors, a bright and airy recroom, a large bonus room that makes a great office or games room, a 3 piece bath, and plenty of storage.
Friendly neighbourhood with easy access to all amenities and a playground and tennis courts almost across the street. French schools are also available for selection. ãRentã$2,900 per month, utilities extra. ãMove-in DateãApril 1st ãLease TermãFixed term to Sep 30, 2025 ãPet PolicyãLimited, only cats The photos are from the previous listing and are for reference only. âï¸Contact Lexie at lexie.zheng@thefangroup.ca or Message me to book a viewing! *** Please message me with your brief introduction. Thank you for your interest!","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: Limited; Parking Included: 2 | Size (sqft): 2,110; Furnished: No; Air Conditioning: Yes; Smoking Permitted: Outdoors only",House,3,0,3.5,44.6927325,-63.6800581,2,0,0,"2,110",0,,11706,13567,1062,1332,1,0,23,1247,1188,203,236
